class_name,lang,string_agg
AgreementL,de,"vorteilhaft;vormundschaftliches;vormundschaftlichen;vormundschaftlichem;Umsatzbeteiligungs;Rev-Share;Restrukturierungs;gebundene Aktienprämien;Beschäftigungs;Anstellungs;Arbeits;Anzeigen;Options;Optionen;Rücktritts;entwickelndes;Gläubiger;Rückkaufs;beidseitiger;versichernde;horizontalem;horizontalen;horizontales;Private-Equity;freihandel;provision;Forex Trading;gehebelt;Hebelwirkungs;Hebelwirkung;Forex Handel;Tausch;options;Software Erhaltungs;entwickelntes;partnerschafts;Nicht-Störungs;Nichtstörungs;Entwicklungs;Liefer;Verunglimpfungs;Ingenieursdienstleistungs;Pfändungs;Vertraulichkeits;Geheimhaltungs;Nichtveröffentlichungs;Unterlassungs;wachstumsorientiertwachstumsorientiert;Verpfändungs;Vertretungs;Stundungs;Ratenzahlungs;Zahlungsaufschub;Ausfall;Fehlbetrags;Verwaltungs;Schieds;Promotions;Programmierungs;Vor;Zahlungs;standardrahmen;dienst;Einziehungsermächtigungs;rechtsverbindlich;beiderseitiger;steuer;beiderseitigen;beiderseitiges;beidseitig;Assoziierungs;Fusions;beidseitigen;beidseitiges;übereinkommend;übereinkommende;übereinkommender;übereinkommenden;übereinkommendes;Reserve;Bereitschafts;Sidetracking;Sidetrack-;Werthaltigkeits;Leistungs;Sicherheits;Terminierungs;Planungs;Dispositions;Marketing und Sales;gemeinsam;Pfand;Teilnahme;wachstumsorientiertes;Werbe;gemeinsame;gemeinsamer;gemeinsamen;gemeinsames;gegenseitig;gegenseitige;nutzbringenden;nützliche;gegenseitiger;Beteiligungs;Belegungs;gegenseitigen;gegenseitiges;Pflege;Verteidigungs;Joint Ventures;mehrjähriges;wechselseitig;wechselseitige;wechselseitiger;nutzbringender;nutzbringende;nutzbringend;nützliches;nützlichen;nützlicher;Kauf;entwicklende;ausdrücklicher;entwickelter;Abnahme;entwickelnder;Schutz;Wartungs;Abwehr;Betreibende;Betreibendes;Betreibender;ausdrückliches;Gewinnbeteiligung;Gewinnbeteiligungen;Gewinnbeteiligungs;Erfolgsbeteiligung;Erfolgsbeteiligungen;Erfolgsbeteiligungs;Ergebnisbeteiligungs;Ergebnisbeteiligung;Ergebnisbeteiligungen;ausdrücklichen;ausdrücklichem;Verteidigungs;mündliche;mündlicher;mündliches;mündlichen;mündlichem;erneuerbare Energieträger;erneuerbare Brennstoffe;erneuerbaren Brennstoffen;erneuerbare Kraftstoffe;erneuerbaren Kraftstoffen;regenerative Brennstoffe;regenerativen Brennstoffen;abgestimmter Verkauf/Kauf;abgestimmte Verkauf/Kauf;Militär;Nukleartechnik;Atomtechnik;Umschuldungs;Miet;Mitgliedschafts;Zugehörigkeits;Sponsor;Sponsoren;Sanierungs;Mehrprodukt;Mehrprodukte;Neben;Nettingrahmen;Netting-Rahmen;Netting Rahmen;wechselseitigen;wechselseitiges;beiderseitig;beiderseitige;mehrjährigen;Sale-and-Leaseback-Verfahren;Sale-and-Leaseback;Pensionsgeschäfts;fusion;mehrjähriger;Austausch;Mietkauf;Aufrechnungs;Grundlagen;Gemeinschaftsunternehmen;mehrjährige;mehrjährig;Millionäre;renten: Pensionen;Rente;no-spy;Abstimmungs;Treuhand;Organschafts;Unternehmenserwerbs;Stiftungs;abgestimmten Verkauf/Kauf;abgestimmtes Verkauf/Kauf;Altersrente;kern;zwischen;verwaltung;Millionären;Notierungs;Sperr;Unternehmenskauf;Lizenz;Verlade;erst;hilf;Rahmen;Millionär;Verlustbeteiligungs;Grundstückskauf;vierjahres;bauspar;tarif;klima;instandhaltungs;wartungs;bau;friedens;ersatzfriedens;Partnergesellschaften;Partnergesellschaft;beidseitige;zweck;transit;mandat;vor;Nuklear;Datenverarbeitungs;aufhebung;mitglied;Altersrenten;Altersvorsorge;Pacht;Kommerzialisierungs;Gegenseitigkeits;Leasing;Verpachtungs;Geldwäsche;Kollaborations;Gemeinschafts;Zusatzs;Projektförderung;ausdrückliche;versicherungs;miet;arbeitsrechtlich;Projektfinanzierung;arbeitsrechtliche;arbeitsrechtlicher;arbeitsrechtlichen;arbeitsrechtliches;Tarif;Mantel;Kollektiv;koalitions;Zusatz;Regress;Einschusskonto;Kompensations;Tausch;Retrozession;Retrozessionen;Retrozessions;Start-Up;rohstoff;mega;handels;Einschusskontos;Einschusskonten;Effektenkonto;nutzbringendes;protokoll von der;Revolving-Kredit;protokoll vom;protokoll von;spenden;kredit;Kooperationsunternehmens;freistellung;gründung;Wertpapierleihe;Drittpartei;Revolvingkredit;Nichtumgehungs;Umschuldungs;Anleihekauf;lizenz;kredit;Liquiditäts;Liquidität;vermittlung;Atom;aktienerwerb;Nichtverfolgungs;Kooperationsunternehmen;aktienerwerbs;horizontaler;horizontale;Wiederkauf;Rückkauf;Konzessions;Franchise;Vertriebs;Gemeinschaftsunternehmens;insider;modell;Händler;Verkaufsvertretungs;Händlerschafts;Händlerbetriebs;Vertretungs;Agentur;Geschäftsbesorgungs;Forschung und Entwicklung;Forschungs und Entwicklungs;F&E;Kompromiss;puma;Modelle;wohltätiges#;wohltätigen;wohltätiger;wohltätige;wohltätig;zuträgliches;zuträglichen;zuträglicher;zuträgliche;zuträglich;heilsames;heilsamen;heilsamer;heilsame;heilsam;günstiges;günstigen;günstiger;günstige;günstig;förderliches;förderlichen;Gesellschafts;C-Waffen;Chemiewaffen;Assoziations;Hochschuls;Bildungs;Rückversicherungs;Rückversicherung;Millionärs;Modellen;nützlich;förderlicher;förderliche;förderlich;dienliches;dienlichen;dienlicher;dienliche;freiwillig;mündliches;mündlichen;mündlicher;Tarif;Kolletiv;Betriebs;Hauptstadt;landeshauptstadt;Verkaufs;schlichtung;haftung;versichernder;versichernden;versicherndes;versicherndem;deposital;protokoll von den;mündliche;mündlich;Wiederverkäufer;übergang;projekt;handel;vergleich;finanzrahmen;werk;Industriegewerkschafts;Gewerkschafts;wachstumsorientierten;Transaktionsberatungsdienst;Tourismus;Durchlauf;Durchsatz;Unterordnungs;technischer Kundendienst;Abonnement;Abo;Börsenaufsichtsbehörden;Software Erhaltungs;Abfindungs;Einsatz;Bewirtungs;Dienstleistungs;Dienst;Trennungs;freiwillige;freiwilliger;freiwilligen;freiwilliges;dienlich;vorteilhaftes;vorteilhaften;wachstumsorientierte;wachstumsorientierter;Rückkaufvereinbarung;Repo;doppel;entwickelten;änderungs;entwickelnden;Vorbehaltskauf;Kostenteilungs;Teilungs;Kreditverkauf;Querkauf;pflegerische;pflegerischer;pflegerisches;pflegerischen;pflegerischem;vormundschaftliche;vormundschaftlicher;knebel;entwickelte;vorteilhafter;vorteilhafte"
AgreementL,en,"union;homecare;joint defense;joint marketing;joint powers;jv;joint venture;Jointventures;jointventure;repo;reverse repurchase;non disclosure;nondisclosure;non disparagement;nondisparagement;non disturbance;nondisturbance;novation;Novations;food;double;change;adhesion;purchase;offtake;operations and maintenance;o&m;operating;oral;nuclear technology;point and click;reciprocal;project funds;project finance;project financing;recourse;retrocession;retrocessions;nuclear;non prosecution;natural gas pipeline;insider;puma;beneficial;reinsurance;department of defense;chemical weapons;compromise;plant’s power;strategic;lease;pension;pensions;credit;license;licence;bond purchase;Taxes;Tax;options;swap;forex trading;forextrading;fxtrading;fx trading;leverage;management;small business;nospy;liquiditie;liquidities;liquidity;R and D;R&D;research and development;handels;mega;commodity;startup;coalition;collective;rent;insurance;peace;building;maintenance;climate;tarif;building loan;four year;satellite;property;shipping;licensing;stock for stock;multi product;cleanup;sponsor;membership;rental;shipbuilding;military;renewablefuel;renewablefuels;renewable fuel;renewable fuels;profitsharings;profitsharing;profit sharings;profit sharing;pharmacy;Options;Option;advertisement;employment;voluntary;verbal;value added reseller;var;transaction advisory services;tourism;totalization;totalisation;tobacco;throughput;subordination;technical services;supporting;subscription;stock market supervisory;software maintenance;share farming;settlement;services;service;separation;self exclusion;revenue sharing;revenue share;restructuring;restricted stock award;resignation;repurchase;representation;promotional;programming;pre contract;payment;off chain;charter;sales;capital;collective bargaining;conditional sale;cost sharing;credit sale;cross purchase;custodial;deferred payment;deficiency;dispute resolution;arbitration;draft authorization;entity;entity purchase;binding legal;amalgamation;agency;agencies;dealership;forward freight;franchise;franchising;global master repurchase;master repurchase;horizontal;privateequity;private equity;tech data;insuring;inter creditor;intercreditor;interchange;pledge;participation;occupancy;keepwell;lease purchase;multiyear;limited occupancy;listing;lockout;loss sharing;shared loss;master;master netting;collateral;matched sale purchase;millionaires;millionaire;marginaccounts;express;marginaccount;margin account;money laundering;sales and purchase;sales & purchase;sale purchase;asset purchase;memorandum of;multi year rescheduling;non circumvention;revolving credit;sale repurchase;sales and leaseback;scheduling;security;service level;share retention;sidetrack;standby;securities lending;mutual;marketing and sales;marketing;securitieslending;sec lending;tri party;engagement letter;tri party repurchase;trust;underwriting;voting;partnership;Interim;association;associations;letter of engagement;higher education;model;stockpurchase;aviation space;b2b;sharepurchase;B 2 B;BtoB;barter;board structures & operating;stock purchase;share purchase;supplemental;buyout resignation;collaboration;collaboration and partnership;commercialization;co operation;data processing;debt restructuring;defence;developing;development;distribution;distributions;engineering service;equity pledge;farm in;farmin;farm out;farmout;forbearance;growth oriented"
Agriculture,en,farm/rural
Aircrew,en,"air hostess;stewardess;Flight attendant;Commercial Pilot;commercially rated pilot;Commercially rated helicopter pilot;airline pilot;air host;cabin attendant;cabin crew;steward"
Airlines,en,air transport services
Allegation,en,"allegation;allegations;charges;charge"
Alleged,en,"alleged;allegedly"
Allocate,en,"allocate;allocates;allocated;allocating"
AlternativeElectricity,en,wind power plant
AlternativeFuels,en,"alternative fuel;nuclear fuel"
Aluminum,en,"aluminum and steel screens;aluminum products;aluminum frames"
Analysis,de,Analyse
Analysis,en,"analyses;analysis"
Analyst,de,"Analystin;Analysten;Analystinnen;Analytiker;Analytikerin;Analyst"
Analyst,en,"Analyst;Analysts"
Announce,de,"vermelden;vermeldet;bekanntgemacht;bekanntgeben;bekanntgegeben;ansagen;angesagt;bekanntmachen;versorgen;posteten;postete;postet;posten;Anmerkungen;Anmerkungs;Anmerkung;notieren;notiert;notierte;notierten;anmerken;anzumerken;angemerkt;präsentationen;präsentation;präsentiere;präsentierten;präsentiert;präsentierte;präsentieren;sagen;Statements;Statement;Aussagen;Aussage;ausgesagt;aussagen;zuzuteilen;einweisen;eingewiesen;einzuweisen;gestanden;gestand;gesteht;sagte;sagten;gestehen;zugegeben;zugeben;bekannten;bekannte;bekennt;bekennen;denunzierte;denunziert;denunzieren;äußerten;äußerte;äußert;äußern;geäußert;Anspruch;ansprüche;reklamation;reklamieren;einklagen;eingeklagt;erwähnten;erwähnte;erwähnt;erwähne;erwähnen;beansprucht;beanspruchen;verlangen;verlangt;einfordern;eingefordert;erklären;erklärt;erklärte;erklärten;erklärung;erklärungs;erklärungen;deklarieren;deklariert;deklarierte;deklarierten;deklarierungen;deklarierung;deklarierungs;verkünden;verkündet;erläutern;erläutere;erläutertet;erläuterst;erläuterten;erläutert;verkündete;erläutertest;erläuterte;erläuternd;verkündeten;verkündigen;verkündigt;verkündigte;verkündigten;verkündigung;verkündigungs;verkündigungen;feststellen;festgestellt;feststellung;feststellungen;proklamiert;proklamierte;proklamierten;proklamieren;proklamierung;proklamierungs;verlautbaren;verlautbart;verlautbarte;verlautbarten;ausgerufen;ausrufen;proklamierend;ausrufend;verbreiten;verbreitet;verbreitete;verbreiteten;disseminieren;disseminiert;disseminierte;disseminierten;dissemination;disseminationen;hinweisen;sagt;hingewiesen;angeben;angegeben;zeigen;zeigt;indiziert;indizieren;bekunden;bekundet;versorge;bekundete;bekundeten;aktualisiert;aktualisierte;aktualisieren;ausstellen;auszustellen;ausgestellt;verfassen;verfasse;verfassten;verfasst;verfasste;twittern;twittert;twitterte;twitterten;vorstellen;vorgestellt;vorzustellen;vorstellung;vorstellungen;erzählen;erzählt;erzählte;erzählten;geäussert;äussert;äussern;Äusserung;ausgesprochen;aussprechen;Diskurs;reden;redet;geredet;Bericht;Berichte;Berichts;Berichtes;berichtet;berichten;berichtete;berichteten;reporte;reports;reporten;Anzeige;anzeigen;angezeigt;melden;meldet;Meldung;meldete;meldeten;Meldungs;Meldungen;referiert;referieren;referierte;referierten;versorgte;versorgten;gesagt;versorgt;Veröffentlichungen;Veröffentlichungs;Veröffentlichung;veröffentlichten;veröffentlichte;veröffentlicht;Gesprächen;veröffentlichen;konversierten;konversierte;konversiert;Gespräche;konversieren;Gespräches;Gesprächs;sprachen;Gespräch;gesprochen;sprach;sprecht;spricht;sprechen;plädieren;plädierten;plädierte;plädiert;plädiere;geltend machen;dringend bitten;einsetzen;einzusetzen;eingesetzt;bestimmen;bestimme;bestimmt;bestimmten;betonten;betonte;betont;betonen;bestimmte;konferierten;berufen;kommunizieren;kommuniziert;kommunizierte;kommunizierten;mitteilen;mitgeteilt;mitteilung;mitteilungen;mitzuteilen;mitteilungs;berufe;beriefe;konferierte;konferiert;konferieren;beriefen;beruft;berief;berufet;artikulieren;artikuliert;artikulierte;artikulierten;kommentieren;anmelden;angemeldet;bekannt geben;kommentiert;kommentierte;Kommentar;kommentierten;Kommentars;Kommentare;Kommentaren;Bekanntgaben;Bekanntgabe;Bekanntmachungen;Bekanntmachung;bekannt machen;ankündigungen;ankündigung;ankündigend;anzukündigen;angekündigt;ankündigen;vermeldetest;vermeldest;vermeldend;vermeldeten;vermeldetet;vermelde;vermeldete;komplementiere;komplementiert;komplementierte;komplementierten;komplementieren;ergänzte;ergänzten;ergänzt;ergänze;ergänzen;beichten;gebeichtet;beichtete;beichtet;eingeräumt;einräumen;anerkannt;anerkennt;anerkennen;zuteilen;zugeteilt"
Announce,en,"issue;issues;issued;issuing;posted;posting;expresses;announce;announces;announcing;announced;preaches;preach;claim;claims;claiming;claimed;telling;told;update;disclose;conferring;confers;mentioning;mentioned;mentions;comment;mention;declare;declares;declaring;declared;expressed;expressing;presenting;discourse;discourses;discoursing;discoursed;comments;commenting;presentation;explain;explains;explaining;explained;noting;noted;notes;note;report;reports;reporting;reported;conversed;conversing;converses;converse;commented;articulate;articulates;emphasised;emphasising;emphasises;emphasise;proclaim;proclaims;proclaiming;proclaimed;emphasized;emphasizing;talked;plead;pleads;pleaded;pleading;emphasizes;emphasize;articulating;articulated;say;says;confer;disseminate;disseminates;disseminating;disseminated;talking;talks;talk;provide;indicate;indicates;indicating;indicated;making an announcement;saying;said;profess;professes;professing;professed;present;presents;presented;post;posts;exclaim;exclaims;exclaimed;exclaiming;updating;updated;write;writes;wrote;written;complementing;complemented;complements;complement;stated;stating;states;state;writting;express;communicate;communicates;provides;provided;updates;tweet;detail;details;detailed;tweets;tweeted;tweeting;brief;briefs;briefed;providing;communicating;make an announcement;communicated;introduce;introduces;introduced;introducing;speak;speaks;conferred;makes an announcement;disclosed;made an announcement;disclosing;discloses;confessed;speaking;spoke;spoken;confessing;confesses;confess;tell;tells;preached;preaching"
Anticipation,en,"anticipations;anticipation"
Apologize,en,"apologise;apologizing;apologises;apologizes;apologize;apologised;apologized;apologising"
Apology,en,"apologies;apology"
ApparelRetailers,en,"apparelsector;textile industry;textile-sector;textile-industry;apparel sector;apparel industry;apparel-sector;textilesector;textileindustry;apparel-industry;textile sector;apparelindustry"
Application,de,"antrages;antrags;antrag;beantragungen;beantragung;anträge;anträgen"
Application,en,application
Apply,de,"beantragen;beantragte;beantragtes;beantragter;beantragtem;beantragten;beantragt"
Apply,en,"apply;applying;applied;applies"
Appraiser,de,"Ausrüstung Gutachter;Ausrüstung Gutachterin;Schmuck Sachverständiger;Immobilien-Gutachter;Immobiliengutachterin;Immobilien-Gutachterin;Gewerbliche Sachverständigerin;Zertifizierte Gutachterin;Immobiliengutachter;Zertifizierter Gutachter;Schmuckgutachter;Gewerblicher Sachverständiger;Gewerblicher Gutachter;Schmucksachverständiger;Gutachter;Schmuck Sachverständigerin;Schmuckgutachterin;Schmucksachverständigerin;Gewerbliche Gutachterin;Gutachterin;Schmuck Gutachterin;Schmuck Gutachter;23421 Zertifizierter Gutachter von Privateigentümer"
Appraiser,en,"FHA Certified Real Estate Appraiser;Insurance Wine Appraiser;Certified General Appraiser;Appraiser;Certified Appraiser;Jewelry appraiser;Commercial Appraiser;Certified residential appraiser;Certified Appraiser of Personal Property;real estate appraiser;Certified Equipment Appraiser"
Appreciate,de,"Revalvationen;Revalvation;Aufwertung;revaluieren;revaluierte;revaluierten;Revalvierung;Aufwertungen;Revalvierungen;revalvieren;revalvierten;revalvierte;aufgewertet;aufwerten"
Appreciate,en,"appreciations;appreciation;appreciated;appreciate;appreciates;appreciating"
